name,category,hasVariants,price,costPrice,stock,minStock,barcode,unit,variants
Cactus Grandiflorus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Caladium Seguinum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Calcarea Flour,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Calcarea Phos,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Calcarea Sulph,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Calendula Officinalis,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Calotropis Gigantea,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Camphora Officinarum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Canabis indica,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Capsicum annuum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Carbo Vegetabilis,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cardiospermum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cardus Marianus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Carduus benedictus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Carica papaya fruit,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Carica papaya leaves,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Carum carvi,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cascara segrada,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cassia sophera,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Caulophyllum thalictroides,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Causticum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Ceanothus Americana,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cedron,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cephalandra indica,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Chamomilla,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Chelidonium Majus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Chelone glabra,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cherianthus cheri,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Chimaphila umbellate,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
China Officinalis,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Chionanthus virg,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Chirata,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Cholesterinum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
