name,category,hasVariants,price,costPrice,stock,minStock,barcode,unit,variants
Hydrocotyle asiatica,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Hyoscyamus Niger,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Hypericum Perforatum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Iberis Amara,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Ignatia Amara,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Ilex aquifolium,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Indigo,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Inula helenium,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Ipecacuanha,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Iris Germanica,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Iris versicolor,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Jaborandi,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Jacaranda caroba,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Janosia Ashoka,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Juniperus Communis,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Justicia adhatoda,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Kalamegh,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Kali Bromatum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Kalium Phos,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Kalium Sulph,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Kalmia Latifolia,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lachnanthes,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lapis Albus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lathyrus Sativus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Laurocerasus,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lemna minor,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Leptandra Virginica,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Liatris Spicata,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lilium tigrinum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lobelia inflata,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Luffa Bindal,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lupulin,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
Lycopodium Clavatum,Medicine,true,,,3,1,,pcs,"[{""name"":""Q"",""price"":"""",""costPrice"":"""",""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""30"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""200"",""price"":280.0,""costPrice"":220.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""1M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""10M"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""},{""name"":""CM"",""price"":290.0,""costPrice"":230.0,""stock"":3,""minStock"":1,""barcode"":"""",""unit"":""pcs""}]"
